-0.59,-1.00,3.34
-0.58,-1.00,3.33
-0.58,-0.99,3.34
-0.59,-0.99,3.35
-0.57,-0.99,3.34
-0.57,-1.00,3.32
-0.58,-0.98,3.35
-0.59,-0.98,3.36
-0.55,-0.95,3.35
-0.55,-0.94,3.36
-0.56,-0.95,3.36
-0.56,-0.96,3.35
-0.53,-0.94,3.35
-0.52,-0.94,3.34
-0.52,-0.92,3.34
-0.53,-0.92,3.35
-0.53,-0.96,3.30
-0.53,-0.96,3.31
-0.53,-0.96,3.31
-0.54,-0.96,3.31
-0.54,-0.97,3.29
-0.55,-0.97,3.30
-0.55,-0.98,3.29
-0.54,-0.98,3.29
-0.53,-0.96,3.29
-0.52,-0.95,3.30
-0.54,-0.96,3.30
-0.53,-0.96,3.29
-0.52,-0.97,3.29
-0.53,-0.97,3.29
-0.53,-0.98,3.29
-0.52,-0.97,3.28
-0.53,-0.96,3.29
-0.53,-0.97,3.29
-0.53,-0.97,3.29
-0.53,-0.96,3.29
-0.54,-0.97,3.29
-0.53,-0.98,3.29
-0.53,-0.98,3.28
-0.52,-0.98,3.28
-0.52,-0.94,3.31
-0.52,-0.95,3.31
-0.52,-0.95,3.30
-0.51,-0.94,3.31
-0.52,-0.96,3.29
-0.51,-0.95,3.29
-0.51,-0.95,3.29
-0.51,-0.95,3.28
-0.51,-0.95,3.28
-0.51,-0.93,3.32
-0.51,-0.93,3.31
-0.50,-0.92,3.31
-0.50,-0.92,3.32
-0.50,-0.92,3.31
-0.50,-0.91,3.32
-0.49,-0.90,3.31
-0.49,-0.90,3.31
-0.49,-0.91,3.30
-0.49,-0.91,3.30
-0.49,-0.92,3.28
-0.49,-0.92,3.28
-0.48,-0.92,3.28
-0.48,-0.91,3.29
-0.51,-0.94,3.29
-0.51,-0.94,3.29
-0.51,-0.94,3.29
-0.51,-0.94,3.29
-0.51,-0.94,3.30
-0.51,-0.93,3.30
-0.51,-0.94,3.30
-0.51,-0.94,3.30
-0.51,-0.94,3.30
-0.51,-0.94,3.29
-0.51,-0.94,3.30
-0.51,-0.94,3.29
-0.50,-0.94,3.28
-0.50,-0.94,3.28
-0.51,-0.94,3.28
-0.51,-0.94,3.28
-0.51,-0.94,3.30
-0.51,-0.94,3.30
-0.51,-0.94,3.30
-0.51,-0.94,3.29
-0.51,-0.94,3.30
-0.51,-0.94,3.30
-0.51,-0.94,3.31
-0.51,-0.93,3.30
-0.50,-0.93,3.30
-0.51,-0.93,3.30
-0.50,-0.93,3.30
-0.50,-0.93,3.30
-0.50,-0.93,3.29
-0.50,-0.94,3.29
-0.50,-0.93,3.29
-0.50,-0.93,3.29
-0.51,-0.95,3.30
-0.51,-0.93,3.31
-0.51,-0.94,3.31
-0.50,-0.93,3.31
-0.50,-0.92,3.30
-0.50,-0.92,3.30
-0.49,-0.92,3.29
-0.48,-0.90,3.29
-0.49,-0.90,3.30
-0.57,-0.99,3.32
-0.56,-0.99,3.33
-0.56,-0.98,3.33
-0.56,-0.98,3.33
-0.56,-0.99,3.33
-0.56,-0.98,3.33
-0.56,-0.97,3.35
-0.56,-0.97,3.34
-0.56,-0.97,3.34
-0.55,-0.96,3.35
-0.55,-0.97,3.33
-0.55,-0.97,3.33
-0.56,-0.97,3.33
-0.55,-0.97,3.33
-0.55,-0.97,3.32
-0.56,-0.97,3.32
-0.55,-0.97,3.32
-0.55,-0.97,3.32
-0.57,-0.99,3.32
-0.57,-0.99,3.31
-0.57,-0.98,3.32
-0.56,-0.98,3.32
-0.57,-0.97,3.31
-0.57,-0.98,3.31
-0.57,-0.98,3.30
-0.57,-0.98,3.30
-0.56,-0.97,3.30
-0.56,-0.97,3.31
-0.61,-1.01,3.34
-0.60,-1.01,3.33
-0.61,-1.00,3.36
-0.60,-0.99,3.37
-0.60,-0.97,3.37
-0.51,-0.92,3.33
-0.51,-0.91,3.33
-0.52,-0.91,3.34
-0.51,-0.90,3.34
-0.50,-0.90,3.33
-0.50,-0.89,3.31
-0.50,-0.89,3.32
-0.51,-0.88,3.33
-0.53,-0.88,3.35
-0.53,-0.89,3.35
-0.55,-0.88,3.36
-0.53,-0.86,3.34
-0.55,-0.87,3.36
-0.51,-0.83,3.32
-0.50,-0.82,3.33
-0.52,-0.81,3.34
-0.52,-0.83,3.34
-0.53,-0.91,3.35
-0.57,-0.95,3.37
-0.57,-0.96,3.36
-0.56,-0.94,3.37
-0.62,-0.97,3.39
-0.61,-0.98,3.38
-0.60,-0.97,3.38
-0.62,-0.96,3.39
-0.66,-1.00,3.37
-0.63,-1.01,3.35
-0.63,-1.00,3.37
-0.64,-0.99,3.38
-0.62,-0.95,3.40
-0.63,-0.94,3.40
-0.65,-0.94,3.40
-0.64,-0.96,3.40
-0.68,-0.95,3.40
-0.66,-0.97,3.39
-0.55,-0.85,3.35
-0.56,-0.86,3.36
-0.53,-0.85,3.34
-0.54,-0.84,3.35
-0.70,-0.95,3.39
-0.68,-0.98,3.38
-0.65,-0.88,3.40
-0.66,-0.90,3.41
-0.64,-0.91,3.40
-0.63,-0.89,3.40
-0.67,-0.88,3.40
-0.68,-0.90,3.40
-0.61,-0.84,3.38
-0.60,-0.84,3.36
-0.61,-0.83,3.36
-0.62,-0.83,3.37
-0.57,-0.99,3.34
-0.56,-0.98,3.34
-0.56,-0.98,3.34
-0.57,-0.98,3.35
-0.57,-0.97,3.36
-0.58,-0.97,3.36
-0.60,-0.96,3.38
-0.61,-0.95,3.39
-0.62,-0.93,3.40
-0.61,-0.94,3.40
-0.62,-0.90,3.40
-0.62,-0.89,3.40
-0.58,-0.86,3.36
-0.56,-0.84,3.36
-0.58,-0.83,3.35
-0.59,-0.85,3.36
-0.60,-0.82,3.34
-0.59,-0.83,3.35
-0.55,-0.81,3.34
-0.54,-0.80,3.34
-0.56,-0.79,3.34
-0.56,-0.81,3.34
-0.57,-0.78,3.33
-0.58,-0.78,3.32
-0.58,-0.79,3.32
-0.57,-0.80,3.33
-0.49,-0.83,3.30
-0.48,-0.81,3.30
-0.49,-0.81,3.32
-0.49,-0.82,3.31
-0.54,-0.78,3.34
-0.56,-0.78,3.34
-0.60,-0.86,3.38
-0.60,-0.87,3.37
-0.57,-0.77,3.33
-0.58,-0.81,3.34
-0.57,-0.82,3.34
-0.60,-0.81,3.33
-0.62,-0.82,3.35
-0.54,-0.97,3.30
-0.56,-0.97,3.31
-0.56,-0.97,3.31
-0.56,-0.97,3.31
-0.56,-0.97,3.31
-0.58,-1.01,3.30
-0.57,-1.00,3.30
-0.57,-1.00,3.31
-0.58,-1.01,3.32
-0.53,-0.95,3.33
-0.53,-0.96,3.32
-0.53,-0.95,3.32
-0.52,-0.95,3.32
-0.56,-0.97,3.34
-0.56,-0.97,3.34
-0.56,-0.98,3.34
-0.51,-0.94,3.32
-0.52,-0.94,3.33
-0.56,-0.93,3.36
-0.56,-0.97,3.35
-0.67,-1.01,3.35
-0.64,-1.02,3.33
-0.71,-0.96,3.37
-0.69,-0.98,3.36
-0.70,-0.89,3.39
-0.69,-0.87,3.39
-0.70,-0.87,3.37
-0.71,-0.89,3.38
-0.64,-0.82,3.36
-0.58,-0.78,3.31
-0.58,-0.79,3.32
-0.62,-1.02,3.32
-0.60,-1.02,3.31
-0.59,-0.96,3.37
-0.54,-0.95,3.35
-0.55,-0.96,3.34
-0.54,-0.96,3.34
-0.54,-0.95,3.34
-0.54,-0.94,3.35
-0.54,-0.92,3.35
-0.55,-0.91,3.36
-0.54,-0.89,3.36
-0.64,-0.92,3.41
-0.66,-0.92,3.41
-0.68,-0.92,3.40
-0.70,-0.92,3.40
-0.63,-0.92,3.40
-0.72,-0.92,3.38
-0.52,-0.96,3.28
-0.52,-0.95,3.29
-0.52,-0.96,3.28
-0.50,-0.94,3.28
-0.50,-0.94,3.28
-0.50,-0.93,3.28
-0.50,-0.93,3.28
-0.49,-0.88,3.29
-0.49,-0.88,3.30
-0.49,-0.84,3.30
-0.50,-0.84,3.31
-0.53,-0.97,3.28
-0.53,-0.97,3.28
-0.53,-0.97,3.28
-0.53,-0.97,3.28
-0.51,-0.94,3.30
-0.51,-0.95,3.28
-0.51,-0.95,3.28
-0.51,-0.95,3.28
-0.51,-0.95,3.28
-0.51,-0.87,3.32
-0.51,-0.85,3.32
-0.53,-0.81,3.34
-0.53,-0.82,3.34
-0.55,-0.83,3.35
-0.59,-0.81,3.33
-0.59,-0.80,3.32
-0.60,-0.80,3.31
-0.62,-0.81,3.32
-0.61,-0.81,3.32
-0.60,-0.80,3.32
-0.50,-0.87,3.31
-0.50,-0.87,3.30
-0.50,-0.86,3.30
-0.50,-0.85,3.31
-0.52,-0.97,3.28
-0.52,-0.97,3.28
-0.52,-0.96,3.28
-0.52,-0.96,3.28
-0.53,-0.96,3.29
-0.53,-0.96,3.28
-0.52,-0.96,3.28
-0.53,-0.97,3.28
-0.53,-0.97,3.29
-0.52,-0.97,3.28
-0.52,-0.97,3.28
-0.52,-0.98,3.28
-0.53,-0.97,3.28
-0.53,-0.96,3.28
-0.53,-0.96,3.28
-0.53,-0.96,3.28
-0.53,-0.97,3.28
-0.53,-0.97,3.28
-0.54,-0.98,3.28
-0.54,-0.99,3.28
-0.53,-0.99,3.27
-0.52,-0.98,3.27
-0.52,-0.98,3.27
-0.49,-0.86,3.29
-0.49,-0.84,3.29
-0.60,-1.01,3.30
-0.59,-1.01,3.29
-0.51,-0.94,3.30
-0.57,-0.99,3.31
-0.54,-0.96,3.33
-0.54,-0.97,3.31
-0.54,-0.96,3.31
-0.54,-0.97,3.32
-0.55,-0.97,3.31
-0.57,-0.99,3.30
-0.57,-0.99,3.29
-0.57,-0.98,3.30
-0.56,-0.98,3.30
-0.56,-0.98,3.29
-0.55,-0.98,3.30
-0.56,-0.97,3.30
-0.56,-0.98,3.33
-0.56,-0.98,3.34
-0.55,-0.97,3.30
-0.55,-0.97,3.30
-0.55,-0.97,3.31
-0.56,-0.97,3.30
-0.54,-0.96,3.32
-0.56,-0.97,3.34
-0.55,-0.96,3.34
-0.59,-0.88,3.38
-0.58,-0.87,3.37
-0.56,-0.88,3.37
-0.55,-0.88,3.37
-0.56,-0.88,3.36
-0.56,-0.88,3.37
-0.60,-0.91,3.39
-0.61,-0.91,3.40
-0.61,-0.92,3.40
-0.60,-0.91,3.39
-0.60,-0.92,3.39
-0.60,-0.92,3.39
-0.59,-0.92,3.39
-0.60,-0.92,3.39
-0.61,-0.93,3.40
-0.60,-0.94,3.39
-0.59,-0.93,3.39
-0.58,-0.94,3.38
-0.58,-0.92,3.38
-0.59,-0.93,3.38
-0.59,-0.94,3.38
-0.56,-0.89,3.37
-0.56,-0.90,3.37
-0.57,-0.87,3.36
-0.71,-0.86,3.36
-0.73,-0.89,3.36
-0.64,-0.87,3.40
-0.65,-0.86,3.39
-0.62,-0.87,3.40
-0.61,-0.88,3.39
-0.67,-0.85,3.38
-0.69,-0.84,3.37
-0.57,-0.93,3.37
-0.57,-0.92,3.37
-0.63,-0.85,3.39
-0.64,-0.85,3.38
-0.61,-0.86,3.39
-0.60,-0.87,3.39
-0.65,-0.84,3.37
-0.64,-0.82,3.35
-0.67,-0.83,3.36
-0.57,-0.89,3.37
-0.56,-0.89,3.37
-0.56,-0.89,3.37
-0.56,-0.89,3.37
-0.56,-0.92,3.37
-0.57,-0.91,3.37
-0.55,-0.99,3.29
-0.56,-0.99,3.28
-0.55,-0.99,3.28
-0.57,-0.99,3.29
-0.70,-0.99,3.34
-0.68,-1.01,3.33
-0.73,-0.92,3.36
-0.72,-0.96,3.35
-0.49,-0.93,3.27
-0.48,-0.92,3.27
-0.52,-0.96,3.28
-0.52,-0.96,3.28
-0.51,-0.95,3.28
-0.51,-0.95,3.28
-0.57,-0.98,3.31
-0.63,-0.82,3.34
-0.59,-0.79,3.31
-0.58,-0.78,3.30
-0.58,-0.77,3.32
-0.58,-0.76,3.31
-0.52,-0.96,3.28
-0.52,-0.96,3.28
-0.53,-0.97,3.28
-0.51,-0.95,3.28
-0.52,-0.96,3.28
-0.53,-0.96,3.28
-0.52,-0.96,3.27
-0.52,-0.96,3.27
-0.55,-0.97,3.31
-0.56,-0.97,3.32
-0.52,-0.97,3.28
-0.52,-0.97,3.28
-0.52,-0.97,3.27
-0.50,-0.80,3.33
-0.51,-0.80,3.34
-0.51,-0.95,3.27
-0.51,-0.95,3.27
-0.65,-1.02,3.31
-0.65,-0.81,3.33
-0.67,-0.82,3.34
-0.58,-0.91,3.38
-0.58,-0.91,3.38
-0.58,-0.91,3.38
-0.58,-0.92,3.38
-0.48,-0.83,3.29
-0.53,-0.79,3.34
-0.58,-0.76,3.30
-0.56,-0.97,3.34
-0.56,-0.97,3.33
-0.57,-0.98,3.31
-0.69,-0.84,3.35
-0.50,-0.94,3.28
-0.51,-0.94,3.28
-0.59,-0.79,3.30
-0.49,-0.87,3.29
-0.52,-0.97,3.27
-0.63,-0.81,3.32
-0.59,-0.91,3.39
-0.59,-0.91,3.39
-0.59,-0.91,3.39
-0.59,-0.91,3.39
-0.59,-0.92,3.39
-0.59,-0.91,3.39
-0.59,-0.91,3.39
-0.59,-0.92,3.39
-0.59,-0.92,3.39
-0.59,-0.91,3.39
-0.59,-0.91,3.40
-0.59,-0.92,3.40
-0.59,-0.92,3.40
-0.60,-0.91,3.39
-0.59,-0.92,3.40
-0.60,-0.92,3.40
-0.60,-0.91,3.40
-0.60,-0.91,3.40
-0.60,-0.91,3.41
-0.60,-0.90,3.40
-0.57,-0.90,3.37
-0.57,-0.89,3.38
-0.59,-0.90,3.41
-0.60,-0.90,3.40
-0.59,-0.89,3.40
-0.59,-0.89,3.40
-0.59,-0.89,3.40
-0.59,-0.89,3.40
-0.58,-0.88,3.40
-0.58,-0.88,3.39
-0.58,-0.88,3.39
-0.58,-0.88,3.39
-0.60,-0.91,3.40
-0.60,-0.90,3.40
-0.60,-0.91,3.39
-0.59,-0.91,3.40
-0.59,-0.90,3.39
-0.59,-0.90,3.39
-0.59,-0.90,3.39
-0.59,-0.90,3.39
-0.57,-0.90,3.38
-0.58,-0.90,3.38
-0.58,-0.90,3.38
